 7.58577575e+02 -1.70993706e+02  7.58577575e+02 -1.58895248e+00  7.58577575e+02 -1.53387150e+02  7.58577575e+02 -1.51348749e-02  7.58577575e+02 -5.51842788e+01 
 7.76247117e+02 -1.70816770e+02  7.76247117e+02 -1.58989199e+00  7.76247117e+02 -1.53181782e+02  7.76247117e+02 -1.51348744e-02  7.76247117e+02 -5.51842789e+01 
 7.94328235e+02 -1.70639274e+02  7.94328235e+02 -1.59074726e+00  7.94328235e+02 -1.52976562e+02  7.94328235e+02 -1.51348738e-02  7.94328235e+02 -5.51842790e+01 
 8.12830516e+02 -1.70461216e+02  8.12830516e+02 -1.59152188e+00  8.12830516e+02 -1.52771490e+02  8.12830516e+02 -1.51348733e-02  8.12830516e+02 -5.51842792e+01 
 8.31763771e+02 -1.70282595e+02  8.31763771e+02 -1.59221941e+00  8.31763771e+02 -1.52566563e+02  8.31763771e+02 -1.51348727e-02  8.31763771e+02 -5.51842793e+01 
 8.51138038e+02 -1.70103413e+02  8.51138038e+02 -1.59284333e+00  8.51138038e+02 -1.52361783e+02  8.51138038e+02 -1.51348721e-02  8.51138038e+02 -5.51842795e+01 
 8.70963590e+02 -1.69923671e+02  8.70963590e+02 -1.59339711e+00  8.70963590e+02 -1.52157145e+02  8.70963590e+02 -1.51348714e-02  8.70963590e+02 -5.51842796e+01 
 8.91250938e+02 -1.69743372e+02  8.91250938e+02 -1.59388411e+00  8.91250938e+02 -1.51952650e+02  8.91250938e+02 -1.51348707e-02  8.91250938e+02 -5.51842798e+01 
 9.12010839e+02 -1.69562519e+02  9.12010839e+02 -1.59430765e+00  9.12010839e+02 -1.51748296e+02  9.12010839e+02 -1.51348700e-02  9.12010839e+02 -5.51842799e+01 
 9.33254301e+02 -1.69381117e+02  9.33254301e+02 -1.59467097e+00  9.33254301e+02 -1.51544079e+02  9.33254301e+02 -1.51348692e-02  9.33254301e+02 -5.51842801e+01 
 9.54992586e+02 -1.69199171e+02  9.54992586e+02 -1.59497721e+00  9.54992586e+02 -1.51339999e+02  9.54992586e+02 -1.51348684e-02  9.54992586e+02 -5.51842803e+01 
 9.77237221e+02 -1.69016686e+02  9.77237221e+02 -1.59522946e+00  9.77237221e+02 -1.51136052e+02  9.77237221e+02 -1.51348675e-02  9.77237221e+02 -5.51842805e+01 
 1.00000000e+03 -1.68833670e+02  1.00000000e+03 -1.59543069e+00  1.00000000e+03 -1.50932237e+02  1.00000000e+03 -1.51348666e-02  1.00000000e+03 -5.51842807e+01 
 1.02329299e+03 -1.68650130e+02  1.02329299e+03 -1.59558379e+00  1.02329299e+03 -1.50728550e+02  1.02329299e+03 -1.51348656e-02  1.02329299e+03 -5.51842810e+01 
 1.04712855e+03 -1.68466072e+02  1.04712855e+03 -1.59569156e+00  1.04712855e+03 -1.50524989e+02  1.04712855e+03 -1.51348646e-02  1.04712855e+03 -5.51842812e+01 
 1.07151931e+03 -1.68281506e+02  1.07151931e+03 -1.59575671e+00  1.07151931e+03 -1.50321552e+02  1.07151931e+03 -1.51348635e-02  1.07151931e+03 -5.51842814e+01 
 1.09647820e+03 -1.68096440e+02  1.09647820e+03 -1.59578184e+00  1.09647820e+03 -1.50118235e+02  1.09647820e+03 -1.51348623e-02  1.09647820e+03 -5.51842817e+01 
 1.12201845e+03 -1.67910883e+02  1.12201845e+03 -1.59576945e+00  1.12201845e+03 -1.49915035e+02  1.12201845e+03 -1.51348612e-02  1.12201845e+03 -5.51842820e+01 
 1.14815362e+03 -1.67724845e+02  1.14815362e+03 -1.59572197e+00  1.14815362e+03 -1.49711950e+02  1.14815362e+03 -1.51348599e-02  1.14815362e+03 -5.51842823e+01 
 1.17489755e+03 -1.67538336e+02  1.17489755e+03 -1.59564170e+00  1.17489755e+03 -1.49508977e+02  1.17489755e+03 -1.51348586e-02  1.17489755e+03 -5.51842826e+01 
 1.20226443e+03 -1.67351365e+02  1.20226443e+03 -1.59553085e+00  1.20226443e+03 -1.49306112e+02  1.20226443e+03 -1.51348572e-02  1.20226443e+03 -5.51842829e+01 
 1.23026877e+03 -1.67163943e+02  1.23026877e+03 -1.59539155e+00  1.23026877e+03 -1.49103353e+02  1.23026877e+03 -1.51348557e-02  1.23026877e+03 -5.51842833e+01 
 1.25892541e+03 -1.66976081e+02  1.25892541e+03 -1.59522582e+00  1.25892541e+03 -1.48900697e+02  1.25892541e+03 -1.51348542e-02  1.25892541e+03 -5.51842836e+01 
 1.28824955e+03 -1.66787789e+02  1.28824955e+03 -1.59503559e+00  1.28824955e+03 -1.48698141e+02  1.28824955e+03 -1.51348526e-02  1.28824955e+03 -5.51842840e+01 
 1.31825674e+03 -1.66599078e+02  1.31825674e+03 -1.59482269e+00  1.31825674e+03 -1.48495681e+02  1.31825674e+03 -1.51348509e-02  1.31825674e+03 -5.51842844e+01 
 1.34896288e+03 -1.66409959e+02  1.34896288e+03 -1.59458888e+00  1.34896288e+03 -1.48293315e+02  1.34896288e+03 -1.51348491e-02  1.34896288e+03 -5.51842848e+01 
 1.38038426e+03 -1.66220443e+02  1.38038426e+03 -1.59433580e+00  1.38038426e+03 -1.48091040e+02  1.38038426e+03 -1.51348472e-02  1.38038426e+03 -5.51842852e+01 
 1.41253754e+03 -1.66030540e+02  1.41253754e+03 -1.59406502e+00  1.41253754e+03 -1.47888853e+02  1.41253754e+03 -1.51348453e-02  1.41253754e+03 -5.51842857e+01 
 1.44543977e+03 -1.65840262e+02  1.44543977e+03 -1.59377804e+00  1.44543977e+03 -1.47686752e+02  1.44543977e+03 -1.51348432e-02  1.44543977e+03 -5.51842862e+01 
 1.47910839e+03 -1.65649620e+02  1.47910839e+03 -1.59347626e+00  1.47910839e+03 -1.47484732e+02  1.47910839e+03 -1.51348411e-02  1.47910839e+03 -5.51842867e+01 
 1.51356125e+03 -1.65458624e+02  1.51356125e+03 -1.59316099e+00  1.51356125e+03 -1.47282793e+02  1.51356125e+03 -1.51348388e-02  1.51356125e+03 -5.51842872e+01 
 1.54881662e+03 -1.65267284e+02  1.54881662e+03 -1.59283350e+00  1.54881662e+03 -1.47080930e+02  1.54881662e+03 -1.51348364e-02  1.54881662e+03 -5.51842877e+01 
 1.58489319e+03 -1.65075613e+02  1.58489319e+03 -1.59249495e+00  1.58489319e+03 -1.46879141e+02  1.58489319e+03 -1.51348339e-02  1.58489319e+03 -5.51842883e+01 
 1.62181010e+03 -1.64883619e+02  1.62181010e+03 -1.59214645e+00  1.62181010e+03 -1.46677425e+02  1.62181010e+03 -1.51348313e-02  1.62181010e+03 -5.51842889e+01 
 1.65958691e+03 -1.64691314e+02  1.65958691e+03 -1.59178903e+00  1.65958691e+03 -1.46475777e+02  1.65958691e+03 -1.51348286e-02  1.65958691e+03 -5.51842896e+01 
 1.69824365e+03 -1.64498707e+02  1.69824365e+03 -1.59142367e+00  1.69824365e+03 -1.46274196e+02  1.69824365e+03 -1.51348257e-02  1.69824365e+03 -5.51842902e+01 
 1.73780083e+03 -1.64305809e+02  1.73780083e+03 -1.59105126e+00  1.73780083e+03 -1.46072679e+02  1.73780083e+03 -1.51348227e-02  1.73780083e+03 -5.51842909e+01 
 1.77827941e+03 -1.64112629e+02  1.77827941e+03 -1.59067266e+00  1.77827941e+03 -1.45871224e+02  1.77827941e+03 -1.51348196e-02  1.77827941e+03 -5.51842917e+01 
 1.81970086e+03 -1.63919178e+02  1.81970086e+03 -1.59028865e+00  1.81970086e+03 -1.45669829e+02  1.81970086e+03 -1.51348163e-02  1.81970086e+03 -5.51842924e+01 
 1.86208714e+03 -1.63725463e+02  1.86208714e+03 -1.58989997e+00  1.86208714e+03 -1.45468491e+02  1.86208714e+03 -1.51348128e-02  1.86208714e+03 -5.51842932e+01 
 1.90546072e+03 -1.63531495e+02  1.90546072e+03 -1.58950729e+00  1.90546072e+03 -1.45267208e+02  1.90546072e+03 -1.51348092e-02  1.90546072e+03 -5.51842941e+01 
 1.94984460e+03 -1.63337283e+02  1.94984460e+03 -1.58911125e+00  1.94984460e+03 -1.45065978e+02  1.94984460e+03 -1.51348054e-02  1.94984460e+03 -5.51842950e+01 
 1.99526231e+03 -1.63142835e+02  1.99526231e+03 -1.58871244e+00  1.99526231e+03 -1.44864800e+02  1.99526231e+03 -1.51348014e-02  1.99526231e+03 -5.51842959e+01 
 2.04173794e+03 -1.62948160e+02  2.04173794e+03 -1.58831138e+00  2.04173794e+03 -1.44663670e+02  2.04173794e+03 -1.51347973e-02  2.04173794e+03 -5.51842969e+01 
 2.08929613e+03 -1.62753266e+02  2.08929613e+03 -1.58790858e+00  2.08929613e+03 -1.44462587e+02  2.08929613e+03 -1.51347929e-02  2.08929613e+03 -5.51842979e+01 
 2.13796209e+03 -1.62558162e+02  2.13796209e+03 -1.58750449e+00  2.13796209e+03 -1.44261550e+02  2.13796209e+03 -1.51347883e-02  2.13796209e+03 -5.51842990e+01 
 2.18776162e+03 -1.62362854e+02  2.18776162e+03 -1.58709952e+00  2.18776162e+03 -1.44060556e+02  2.18776162e+03 -1.51347835e-02  2.18776162e+03 -5.51843001e+01 
 2.23872114e+03 -1.62167352e+02  2.23872114e+03 -1.58669407e+00  2.23872114e+03 -1.43859604e+02  2.23872114e+03 -1.51347785e-02  2.23872114e+03 -5.51843012e+01 
 2.29086765e+03 -1.61971661e+02  2.29086765e+03 -1.58628846e+00  2.29086765e+03 -1.43658692e+02  2.29086765e+03 -1.51347732e-02  2.29086765e+03 -5.51843025e+01 
 2.34422882e+03 -1.61775790e+02  2.34422882e+03 -1.58588302e+00  2.34422882e+03 -1.43457819e+02  2.34422882e+03 -1.51347677e-02  2.34422882e+03 -5.51843037e+01 
 2.39883292e+03 -1.61579746e+02  2.39883292e+03 -1.58547803e+00  2.39883292e+03 -1.43256982e+02  2.39883292e+03 -1.51347620e-02  2.39883292e+03 -5.51843051e+01 
 2.45470892e+03 -1.61383534e+02  2.45470892e+03 -1.58507374e+00  2.45470892e+03 -1.43056180e+02  2.45470892e+03 -1.51347559e-02  2.45470892e+03 -5.51843065e+01 
 2.51188643e+03 -1.61187162e+02  2.51188643e+03 -1.58467038e+00  2.51188643e+03 -1.42855413e+02  2.51188643e+03 -1.51347496e-02  2.51188643e+03 -5.51843080e+01 
 2.57039578e+03 -1.60990636e+02  2.57039578e+03 -1.58426815e+00  2.57039578e+03 -1.42654678e+02  2.57039578e+03 -1.51347430e-02  2.57039578e+03 -5.51843095e+01 
 2.63026799e+03 -1.60793962e+02  2.63026799e+03 -1.58386722e+00  2.63026799e+03 -1.42453973e+02  2.63026799e+03 -1.51347360e-02  2.63026799e+03 -5.51843111e+01 
 2.69153480e+03 -1.60597146e+02  2.69153480e+03 -1.58346776e+00  2.69153480e+03 -1.42253299e+02  2.69153480e+03 -1.51347288e-02  2.69153480e+03 -5.51843128e+01 
 2.75422870e+03 -1.60400194e+02  2.75422870e+03 -1.58306988e+00  2.75422870e+03 -1.42052653e+02  2.75422870e+03 -1.51347211e-02  2.75422870e+03 -5.51843146e+01 
 2.81838293e+03 -1.60203111e+02  2.81838293e+03 -1.58267372e+00  2.81838293e+03 -1.41852035e+02  2.81838293e+03 -1.51347132e-02  2.81838293e+03 -5.51843165e+01 
 2.88403150e+03 -1.60005902e+02  2.88403150e+03 -1.58227935e+00  2.88403150e+03 -1.41651442e+02  2.88403150e+03 -1.51347048e-02  2.88403150e+03 -5.51843184e+01 
 2.95120923e+03 -1.59808572e+02  2.95120923e+03 -1.58188685e+00  2.95120923e+03 -1.41450875e+02  2.95120923e+03 -1.51346961e-02  2.95120923e+03 -5.51843204e+01 
 3.01995172e+03 -1.59611127e+02  3.01995172e+03 -1.58149629e+00  3.01995172e+03 -1.41250331e+02  3.01995172e+03 -1.51346869e-02  3.01995172e+03 -5.51843226e+01 
 3.09029543e+03 -1.59413571e+02  3.09029543e+03 -1.58110771e+00  3.09029543e+03 -1.41049811e+02  3.09029543e+03 -1.51346773e-02  3.09029543e+03 -5.51843248e+01 
 3.16227766e+03 -1.59215909e+02  3.16227766e+03 -1.58072114e+00  3.16227766e+03 -1.40849312e+02  3.16227766e+03 -1.51346673e-02  3.16227766e+03 -5.51843272e+01 
 3.23593657e+03 -1.59018144e+02  3.23593657e+03 -1.58033660e+00  3.23593657e+03 -1.40648834e+02  3.23593657e+03 -1.51346568e-02  3.23593657e+03 -5.51843296e+01 
 3.31131121e+03 -1.58820282e+02  3.31131121e+03 -1.57995409e+00  3.31131121e+03 -1.40448376e+02  3.31131121e+03 -1.51346457e-02  3.31131121e+03 -5.51843322e+01 
 3.38844156e+03 -1.58622326e+02  3.38844156e+03 -1.57957359e+00  3.38844156e+03 -1.40247937e+02  3.38844156e+03 -1.51346342e-02  3.38844156e+03 -5.51843349e+01 
 3.46736850e+03 -1.58424281e+02  3.46736850e+03 -1.57919510e+00  3.46736850e+03 -1.40047517e+02  3.46736850e+03 -1.51346221e-02  3.46736850e+03 -5.51843377e+01 
 3.54813389e+03 -1.58226149e+02  3.54813389e+03 -1.57881859e+00  3.54813389e+03 -1.39847113e+02  3.54813389e+03 -1.51346095e-02  3.54813389e+03 -5.51843406e+01 
 3.63078055e+03 -1.58027934e+02  3.63078055e+03 -1.57844400e+00  3.63078055e+03 -1.39646726e+02  3.63078055e+03 -1.51345962e-02  3.63078055e+03 -5.51843437e+01 
 3.71535229e+03 -1.57829641e+02  3.71535229e+03 -1.57807130e+00  3.71535229e+03 -1.39446355e+02  3.71535229e+03 -1.51345823e-02  3.71535229e+03 -5.51843469e+01 
 3.80189396e+03 -1.57631272e+02  3.80189396e+03 -1.57770043e+00  3.80189396e+03 -1.39245999e+02  3.80189396e+03 -1.51345678e-02  3.80189396e+03 -5.51843503e+01 
 3.89045145e+03 -1.57432830e+02  3.89045145e+03 -1.57733131e+00  3.89045145e+03 -1.39045658e+02  3.89045145e+03 -1.51345526e-02  3.89045145e+03 -5.51843539e+01 
 3.98107171e+03 -1.57234319e+02  3.98107171e+03 -1.57696389e+00  3.98107171e+03 -1.38845330e+02  3.98107171e+03 -1.51345367e-02  3.98107171e+03 -5.51843576e+01 
 4.07380278e+03 -1.57035741e+02  4.07380278e+03 -1.57659808e+00  4.07380278e+03 -1.38645015e+02  4.07380278e+03 -1.51345200e-02  4.07380278e+03 -5.51843615e+01 
 4.16869383e+03 -1.56837099e+02  4.16869383e+03 -1.57623380e+00  4.16869383e+03 -1.38444712e+02  4.16869383e+03 -1.51345025e-02  4.16869383e+03 -5.51843655e+01 
 4.26579519e+03 -1.56638397e+02  4.26579519e+03 -1.57587094e+00  4.26579519e+03 -1.38244422e+02  4.26579519e+03 -1.51344842e-02  4.26579519e+03 -5.51843698e+01 
 4.36515832e+03 -1.56439635e+02  4.36515832e+03 -1.57550943e+00  4.36515832e+03 -1.38044142e+02  4.36515832e+03 -1.51344651e-02  4.36515832e+03 -5.51843743e+01 
 4.46683592e+03 -1.56240818e+02  4.46683592e+03 -1.57514914e+00  4.46683592e+03 -1.37843873e+02  4.46683592e+03 -1.51344450e-02  4.46683592e+03 -5.51843789e+01 
 4.57088190e+03 -1.56041947e+02  4.57088190e+03 -1.57478998e+00  4.57088190e+03 -1.37643614e+02  4.57088190e+03 -1.51344240e-02  4.57088190e+03 -5.51843838e+01 
 4.67735141e+03 -1.55843024e+02  4.67735141e+03 -1.57443183e+00  4.67735141e+03 -1.37443364e+02  4.67735141e+03 -1.51344020e-02  4.67735141e+03 -5.51843890e+01 
 4.78630092e+03 -1.55644052e+02  4.78630092e+03 -1.57407457e+00  4.78630092e+03 -1.37243124e+02  4.78630092e+03 -1.51343790e-02  4.78630092e+03 -5.51843943e+01 
 4.89778819e+03 -1.55445032e+02  4.89778819e+03 -1.57371809e+00  4.89778819e+03 -1.37042892e+02  4.89778819e+03 -1.51343549e-02  4.89778819e+03 -5.51843999e+01 
 5.01187234e+03 -1.55245968e+02  5.01187234e+03 -1.57336225e+00  5.01187234e+03 -1.36842668e+02  5.01187234e+03 -1.51343296e-02  5.01187234e+03 -5.51844058e+01 
 5.12861384e+03 -1.55046860e+02  5.12861384e+03 -1.57300694e+00  5.12861384e+03 -1.36642451e+02  5.12861384e+03 -1.51343032e-02  5.12861384e+03 -5.51844120e+01 
 5.24807460e+03 -1.54847710e+02  5.24807460e+03 -1.57265200e+00  5.24807460e+03 -1.36442242e+02  5.24807460e+03 -1.51342755e-02  5.24807460e+03 -5.51844184e+01 
 5.37031796e+03 -1.54648520e+02  5.37031796e+03 -1.57229732e+00  5.37031796e+03 -1.36242040e+02  5.37031796e+03 -1.51342465e-02  5.37031796e+03 -5.51844252e+01 
 5.49540874e+03 -1.54449292e+02  5.49540874e+03 -1.57194274e+00  5.49540874e+03 -1.36041843e+02  5.49540874e+03 -1.51342161e-02  5.49540874e+03 -5.51844323e+01 
 5.62341325e+03 -1.54250028e+02  5.62341325e+03 -1.57158813e+00  5.62341325e+03 -1.35841653e+02  5.62341325e+03 -1.51341843e-02  5.62341325e+03 -5.51844397e+01 
 5.75439937e+03 -1.54050728e+02  5.75439937e+03 -1.57123335e+00  5.75439937e+03 -1.35641468e+02  5.75439937e+03 -1.51341510e-02  5.75439937e+03 -5.51844474e+01 
 5.88843655e+03 -1.53851395e+02  5.88843655e+03 -1.57087823e+00  5.88843655e+03 -1.35441288e+02  5.88843655e+03 -1.51341162e-02  5.88843655e+03 -5.51844556e+01 
 6.02559586e+03 -1.53652029e+02  6.02559586e+03 -1.57052264e+00  6.02559586e+03 -1.35241113e+02  6.02559586e+03 -1.51340796e-02  6.02559586e+03 -5.51844641e+01 
 6.16595002e+03 -1.53452632e+02  6.16595002e+03 -1.57016642e+00  6.16595002e+03 -1.35040942e+02  6.16595002e+03 -1.51340414e-02  6.16595002e+03 -5.51844730e+01 
 6.30957344e+03 -1.53253205e+02  6.30957344e+03 -1.56980941e+00  6.30957344e+03 -1.34840776e+02  6.30957344e+03 -1.51340014e-02  6.30957344e+03 -5.51844823e+01 
 6.45654229e+03 -1.53053750e+02  6.45654229e+03 -1.56945145e+00  6.45654229e+03 -1.34640613e+02  6.45654229e+03 -1.51339595e-02  6.45654229e+03 -5.51844921e+01 
 6.60693448e+03 -1.52854267e+02  6.60693448e+03 -1.56909238e+00  6.60693448e+03 -1.34440453e+02  6.60693448e+03 -1.51339156e-02  6.60693448e+03 -5.51845023e+01 
 6.76082975e+03 -1.52654758e+02  6.76082975e+03 -1.56873205e+00  6.76082975e+03 -1.34240296e+02  6.76082975e+03 -1.51338696e-02  6.76082975e+03 -5.51845130e+01 
 6.91830971e+03 -1.52455223e+02  6.91830971e+03 -1.56837027e+00  6.91830971e+03 -1.34040142e+02  6.91830971e+03 -1.51338215e-02  6.91830971e+03 -5.51845242e+01 
 7.07945784e+03 -1.52255663e+02  7.07945784e+03 -1.56800689e+00  7.07945784e+03 -1.33839990e+02  7.07945784e+03 -1.51337711e-02  7.07945784e+03 -5.51845360e+01 
 7.24435960e+03 -1.52056080e+02  7.24435960e+03 -1.56764173e+00  7.24435960e+03 -1.33639841e+02  7.24435960e+03 -1.51337183e-02  7.24435960e+03 -5.51845483e+01 
 7.41310241e+03 -1.51856474e+02  7.41310241e+03 -1.56727462e+00  7.41310241e+03 -1.33439693e+02  7.41310241e+03 -1.51336631e-02  7.41310241e+03 -5.51845611e+01 
 7.58577575e+03 -1.51656847e+02  7.58577575e+03 -1.56690538e+00  7.58577575e+03 -1.33239546e+02  7.58577575e+03 -1.51336052e-02  7.58577575e+03 -5.51845746e+01 
 7.76247117e+03 -1.51457198e+02  7.76247117e+03 -1.56653384e+00  7.76247117e+03 -1.33039400e+02  7.76247117e+03 -1.51335446e-02  7.76247117e+03 -5.51845887e+01 
 7.94328235e+03 -1.51257528e+02  7.94328235e+03 -1.56615982e+00  7.94328235e+03 -1.32839255e+02  7.94328235e+03 -1.51334812e-02  7.94328235e+03 -5.51846035e+01 
 8.12830516e+03 -1.51057839e+02  8.12830516e+03 -1.56578313e+00  8.12830516e+03 -1.32639111e+02  8.12830516e+03 -1.51334147e-02  8.12830516e+03 -5.51846190e+01 
 8.31763771e+03 -1.50858131e+02  8.31763771e+03 -1.56540359e+00  8.31763771e+03 -1.32438967e+02  8.31763771e+03 -1.51333452e-02  8.31763771e+03 -5.51846352e+01 
 8.51138038e+03 -1.50658404e+02  8.51138038e+03 -1.56502101e+00  8.51138038e+03 -1.32238823e+02  8.51138038e+03 -1.51332723e-02  8.51138038e+03 -5.51846522e+01 
 8.70963590e+03 -1.50458660e+02  8.70963590e+03 -1.56463520e+00  8.70963590e+03 -1.32038678e+02  8.70963590e+03 -1.51331961e-02  8.70963590e+03 -5.51846699e+01 
 8.91250938e+03 -1.50258898e+02  8.91250938e+03 -1.56424597e+00  8.91250938e+03 -1.31838532e+02  8.91250938e+03 -1.51331162e-02  8.91250938e+03 -5.51846886e+01 
 9.12010839e+03 -1.50059119e+02  9.12010839e+03 -1.56385313e+00  9.12010839e+03 -1.31638386e+02  9.12010839e+03 -1.51330326e-02  9.12010839e+03 -5.51847080e+01 
 9.33254301e+03 -1.49859324e+02  9.33254301e+03 -1.56345647e+00  9.33254301e+03 -1.31438238e+02  9.33254301e+03 -1.51329450e-02  9.33254301e+03 -5.51847284e+01 
 9.54992586e+03 -1.49659512e+02  9.54992586e+03 -1.56305580e+00  9.54992586e+03 -1.31238088e+02  9.54992586e+03 -1.51328533e-02  9.54992586e+03 -5.51847498e+01 
 9.77237221e+03 -1.49459685e+02  9.77237221e+03 -1.56265092e+00  9.77237221e+03 -1.31037937e+02  9.77237221e+03 -1.51327573e-02  9.77237221e+03 -5.51847722e+01 
 1.00000000e+04 -1.49259843e+02  1.00000000e+04 -1.56224161e+00  1.00000000e+04 -1.30837783e+02  1.00000000e+04 -1.51326567e-02  1.00000000e+04 -5.51847956e+01 
 1.02329299e+04 -1.49059986e+02  1.02329299e+04 -1.56182768e+00  1.02329299e+04 -1.30637626e+02  1.02329299e+04 -1.51325514e-02  1.02329299e+04 -5.51848201e+01 
 1.04712855e+04 -1.48860114e+02  1.04712855e+04 -1.56140890e+00  1.04712855e+04 -1.30437467e+02  1.04712855e+04 -1.51324412e-02  1.04712855e+04 -5.51848458e+01 
 1.07151931e+04 -1.48660228e+02  1.07151931e+04 -1.56098507e+00  1.07151931e+04 -1.30237304e+02  1.07151931e+04 -1.51323258e-02  1.07151931e+04 -5.51848727e+01 
 1.09647820e+04 -1.48460327e+02  1.09647820e+04 -1.56055597e+00  1.09647820e+04 -1.30037138e+02  1.09647820e+04 -1.51322049e-02  1.09647820e+04 -5.51849009e+01 
 1.12201845e+04 -1.48260413e+02  1.12201845e+04 -1.56012137e+00  1.12201845e+04 -1.29836967e+02  1.12201845e+04 -1.51320783e-02  1.12201845e+04 -5.51849304e+01 
 1.14815362e+04 -1.48060485e+02  1.14815362e+04 -1.55968106e+00  1.14815362e+04 -1.29636793e+02  1.14815362e+04 -1.51319458e-02  1.14815362e+04 -5.51849613e+01 
 1.17489755e+04 -1.47860544e+02  1.17489755e+04 -1.55923481e+00  1.17489755e+04 -1.29436613e+02  1.17489755e+04 -1.51318070e-02  1.17489755e+04 -5.51849936e+01 
 1.20226443e+04 -1.47660589e+02  1.20226443e+04 -1.55878238e+00  1.20226443e+04 -1.29236428e+02  1.20226443e+04 -1.51316617e-02  1.20226443e+04 -5.51850275e+01 
 1.23026877e+04 -1.47460620e+02  1.23026877e+04 -1.55832354e+00  1.23026877e+04 -1.29036238e+02  1.23026877e+04 -1.51315095e-02  1.23026877e+04 -5.51850629e+01 
 1.25892541e+04 -1.47260638e+02  1.25892541e+04 -1.55785807e+00  1.25892541e+04 -1.28836042e+02  1.25892541e+04 -1.51313501e-02  1.25892541e+04 -5.51851001e+01 
 1.28824955e+04 -1.47060643e+02  1.28824955e+04 -1.55738570e+00  1.28824955e+04 -1.28635840e+02  1.28824955e+04 -1.51311833e-02  1.28824955e+04 -5.51851390e+01 
 1.31825674e+04 -1.46860635e+02  1.31825674e+04 -1.55690621e+00  1.31825674e+04 -1.28435631e+02  1.31825674e+04 -1.51310086e-02  1.31825674e+04 -5.51851797e+01 
 1.34896288e+04 -1.46660613e+02  1.34896288e+04 -1.55641934e+00  1.34896288e+04 -1.28235415e+02  1.34896288e+04 -1.51308256e-02  1.34896288e+04 -5.51852223e+01 
 1.38038426e+04 -1.46460578e+02  1.38038426e+04 -1.55592483e+00  1.38038426e+04 -1.28035191e+02  1.38038426e+04 -1.51306341e-02  1.38038426e+04 -5.51852669e+01 
 1.41253754e+04 -1.46260530e+02  1.41253754e+04 -1.55542244e+00  1.41253754e+04 -1.27834959e+02  1.41253754e+04 -1.51304335e-02  1.41253754e+04 -5.51853137e+01 
 1.44543977e+04 -1.46060468e+02  1.44543977e+04 -1.55491191e+00  1.44543977e+04 -1.27634718e+02  1.44543977e+04 -1.51302235e-02  1.44543977e+04 -5.51853626e+01 
 1.47910839e+04 -1.45860393e+02  1.47910839e+04 -1.55439295e+00  1.47910839e+04 -1.27434468e+02  1.47910839e+04 -1.51300035e-02  1.47910839e+04 -5.51854139e+01 
 1.51356125e+04 -1.45660303e+02  1.51356125e+04 -1.55386532e+00  1.51356125e+04 -1.27234209e+02  1.51356125e+04 -1.51297732e-02  1.51356125e+04 -5.51854676e+01 
 1.54881662e+04 -1.45460200e+02  1.54881662e+04 -1.55332873e+00  1.54881662e+04 -1.27033940e+02  1.54881662e+04 -1.51295321e-02  1.54881662e+04 -5.51855238e+01 
 1.58489319e+04 -1.45260082e+02  1.58489319e+04 -1.55278290e+00  1.58489319e+04 -1.26833659e+02  1.58489319e+04 -1.51292796e-02  1.58489319e+04 -5.51855826e+01 
 1.62181010e+04 -1.45059950e+02  1.62181010e+04 -1.55222755e+00  1.62181010e+04 -1.26633368e+02  1.62181010e+04 -1.51290152e-02  1.62181010e+04 -5.51856442e+01 
 1.65958691e+04 -1.44859804e+02  1.65958691e+04 -1.55166239e+00  1.65958691e+04 -1.26433064e+02  1.65958691e+04 -1.51287384e-02  1.65958691e+04 -5.51857088e+01 
 1.69824365e+04 -1.44659642e+02  1.69824365e+04 -1.55108713e+00  1.69824365e+04 -1.26232748e+02  1.69824365e+04 -1.51284485e-02  1.69824365e+04 -5.51857763e+01 
 1.73780083e+04 -1.44459465e+02  1.73780083e+04 -1.55050147e+00  1.73780083e+04 -1.26032418e+02  1.73780083e+04 -1.51281449e-02  1.73780083e+04 -5.51858471e+01 
 1.77827941e+04 -1.44259272e+02  1.77827941e+04 -1.54990511e+00  1.77827941e+04 -1.25832075e+02  1.77827941e+04 -1.51278271e-02  1.77827941e+04 -5.51859211e+01 
 1.81970086e+04 -1.44059063e+02  1.81970086e+04 -1.54929774e+00  1.81970086e+04 -1.25631717e+02  1.81970086e+04 -1.51274942e-02  1.81970086e+04 -5.51859987e+01 
 1.86208714e+04 -1.43858837e+02  1.86208714e+04 -1.54867903e+00  1.86208714e+04 -1.25431343e+02  1.86208714e+04 -1.51271458e-02  1.86208714e+04 -5.51860799e+01 
 1.90546072e+04 -1.43658594e+02  1.90546072e+04 -1.54804868e+00  1.90546072e+04 -1.25230953e+02  1.90546072e+04 -1.51267808e-02  1.90546072e+04 -5.51861650e+01 
 1.94984460e+04 -1.43458333e+02  1.94984460e+04 -1.54740635e+00  1.94984460e+04 -1.25030546e+02  1.94984460e+04 -1.51263988e-02  1.94984460e+04 -5.51862541e+01 
 1.99526231e+04 -1.43258055e+02  1.99526231e+04 -1.54675172e+00  1.99526231e+04 -1.24830121e+02  1.99526231e+04 -1.51259987e-02  1.99526231e+04 -5.51863473e+01 
 2.04173794e+04 -1.43057758e+02  2.04173794e+04 -1.54608444e+00  2.04173794e+04 -1.24629678e+02  2.04173794e+04 -1.51255797e-02  2.04173794e+04 -5.51864450e+01 
